cityst,pop2019,pop_category,called?,photo,use_v2,labelbatch,dont_use_link,small protest,social,size_est_low,size_est_high,srclinks,srclink_2,article_hed,article_source,cities,state,lat,lon,latlonCK,editor,batch,dupe,region,firstday,Tue May 26,Wed May 27,Thu May 28,Fri May 29,Sat May 30,Sun May 31,Mon Jun 1,Tue Jun 2,Wed Jun 3,Thu Jun 4,Fri Jun 5,Sat Jun 6,Sun Jun 7,Mon Jun 8,Tue Jun 9,Before May 29,total_days,FIPS,TOTPOP,P_WHITE_NH,P_BLACK_NH,P_ASIAN_NH,P_HISPANIC,MEDIAN_HHI,wbin,bbin,abin,hbin,ibin,protester violence,police tactics and violence,tactics links,tear gas search,tear gas,tear gas link,tear gas video verification,tear gas police department,"tear gas 
photo",tg check,use,order,where can we get photo,nytname,poprank
MattoonIL,"17,597",p1,,0,y,,,y,,,,https://jg-tc.com/news/local/black-lives-matter-supporters-march-through-downtown-mattoon/article_8a16e565-55f6-578d-b075-cb0ca92b689b.html,,Watch now: Black Lives Matter supporters march through downtown Mattoon,JG-TC.com,Mattoon,Illinois,39.482,-88.376,✓,jugal,9,–,MW,7,,,,,,,1,,,,,,,,,,1,1747553,"17,597",95.1,2.0,0.0,1.7,"39,303",9,0,0,0,30,,,,"https://www.google.com/search?q=""Mattoon"" ""Illinois"" ""tear gas""",no,,,,,AS,,596,,"Mattoon, Ill.",2034
BelfastME,"6,696",p1,,0,y,,,,,,,https://bangordailynews.com/2020/06/01/news/midcoast/tensions-flicker-when-protestors-block-belfast-intersection-at-anti-racism-rally/,,Tensions flicker when protestors block Belfast intersection at anti-racism rally,Bangor Daily News,Belfast,Maine,44.426,-69.006,✓,dawn,8,–,NE,6,,,,,,1,,,,,,,,,,,1,2303950,"6,696",95.1,0.8,0.0,2.4,"60,993",9,0,0,0,60,,,,"https://www.google.com/search?q=""Belfast"" ""Maine"" ""tear gas""",no,,,,,AS,,347,,"Belfast, Maine",4029
Rehoboth BeachDE,"1,281",p1,,0,y,,,y,,,,https://www.capegazette.com/article/protesters-march-bandstand-rehoboth/202963,https://www.delmarvanow.com/story/news/local/delaware/2020/06/06/500-george-floyd-protesters-rally-police-reform-rehoboth/3160826001/,Protesters march in Rehoboth Beach,Cape Gazette,Rehoboth Beach,Delaware,38.716,-75.080,✓,juliette,8,–,NE,7,,,,,,,1,,,,1,,,,,,2,1060290,"1,281",95.1,1.6,0.2,2.7,"97,750",9,0,0,0,80,,,,"https://www.google.com/search?q=""Rehoboth Beach"" ""Delaware"" ""tear gas""",no,,,,,RL,,476,,"Rehoboth Beach, Del.",8589
ThomastonCT,"1,793",p1,,0,y,,,,,,,https://www.rep-am.com/local/localnews/2020/06/08/in-thomaston-about-200-protest-police-brutality/,,,,Thomaston,Connecticut,41.673,-73.074,✓,jugal,14,–,NE,14,,,,,,,,,,,,,,1,,,1,975660,"1,793",95.1,1.3,0.0,3.5,"53,153",9,0,0,0,50,,,,,,,,,,,,,,"Thomaston, Conn.",
Mount VernonOH,"16,669",p1,,1,y,,,,,,,https://mountvernonnews.com/local-news/2020/06/02/monday-protest-draws-large-crowd/,,,,Mount Vernon,Ohio,40.394,-82.485,✓,Alex,15,–,MW,7,,,,,,,1,,,,,,,,,,1,3953102,"16,669",95.1,0.5,0.6,2.0,"41,098",9,0,0,0,40,,,,,,,,,,,,,,"Mount Vernon, Ohio",2115
RutlandVT,"15,577",p1,,0,y,white,,,,,,https://vtdigger.org/2020/06/02/rutland-residents-gather-for-vigil-to-honor-george-floyd/,,Photo Gallery: Rutland residents gather for vigil to honor George Floyd - VTDigger,VTDigger,Rutland,Vermont,43.608,-72.978,✓,jugal,8,–,NE,7,,,,,,,1,,,,,,,,,,1,5061225,"15,577",95.0,1.3,1.7,1.4,"45,229",9,0,0,0,40,,,,"https://www.google.com/search?q=""Rutland"" ""Vermont"" ""tear gas""",no,,,,,AS,,511,,"Rutland, Vt.",2289
WhitmanMA,"14,961",p1,,0,y,,,,,,,https://www.patriotledger.com/photogallery/WL/20200608/NEWS/608009982/PH/1/,,,,Whitman,Massachusetts,42.080,-70.937,✓,jugal,15,–,NE,13,,,,,,,,,,,,,1,,,,1,2502379530,"14,961",95.0,1.0,0.5,1.5,"83,066",9,0,0,0,80,,,,,,,,,,,,,,"Whitman, Mass.",
EatonOH,"8,195",p1,,0,y,,,,,,,https://www.whio.com/news/george-floyd-protesters-gather-eaton-thursday/W3PZ6SPTSRFGLPPGLHOO7ECBOU/,,,,Eaton,Ohio,39.745,-84.636,✓,Alex,15,–,MW,10,,,,,,,,,,1,,,,,,,1,3924234,"8,195",95.0,1.1,1.0,1.1,"39,318",9,0,0,0,30,,,,,,,,,,,,,,"Eaton, Ohio",3560
RichmondOH,390,p1,,0,y,,,,,,,https://www.whio.com/news/crime-and-law/george-floyd-protests-planned-some-dayton-area-suburbs-tonight/H5SSQJXFMZC43IVOJ35NXXLESY/,,,,Richmond,Ohio,40.433,-80.771,✓,jugal,13,–,MW,7,,,,,,,1,,,,,,,,,,1,3966824,390,94.9,0.0,0.3,1.0,"57,500",9,0,0,0,50,,,,,,,,,,,,,,"Richmond, Ohio",13830
BryanOH,"8,285",p1,,0,y,,,,,,,https://www.bryantimes.com/news/local/peaceful-protest-staged-in-bryan/article_a15634de-2b68-53b6-a640-30f760f5ca83.html,,,,Bryan,Ohio,41.474,-84.551,✓,Alex,15,–,MW,11,,,,,,,,,,,1,,,,,,1,3909792,"8,285",94.9,0.2,0.1,3.3,"35,639",9,0,0,0,30,,,,,,,,,,,,,,"Bryan, Ohio",3531
RichlandsVA,"5,439",p1,,0,y,,,,,,,https://www.swvatoday.com/townnews/christianity/article_6f5806f8-a921-11ea-af6d-4be2444db05d.html,,,,Richlands,Virginia,37.094,-81.803,✓,Barbara,15,–,S,13,,,,,,,,,,,,,1,,,,1,5166928,"5,439",94.9,3.0,0.4,0.1,"30,149",9,0,0,0,30,,,,,,,,,,,,,,"Richlands, Va.",4625
HamptonNH,"9,235",p1,,1,y,,,,,,,https://www.unionleader.com/news/safety/its-everyone-versus-racism-hampton-demonstrators-say/article_a2887237-d0ed-5f0b-a62d-672dbe441508.html,,It's everyone versus racism' Hampton demonstrators say,UnionLeader.com,Hampton,New Hampshire,42.937,-70.838,✓,jugal,9,–,NE,7,,,,,,,1,,,,,,,,,,1,3332980,"9,235",94.8,0.0,1.4,0.6,"92,688",9,0,0,0,80,,,,"https://www.google.com/search?q=""Hampton"" ""New Hampshire"" ""tear gas""",no,,,,,AS,,656,merlin,"Hampton, N.H.",
KeeneNY,"1,219",p1,,0,y,,,,,,,https://www.pressrepublican.com/news/local_news/keene-protest-against-police-brutality/article_dc0fd4cc-b836-56ea-a76b-01670d1a3612.html,,,,Keene,New York,44.256,-73.792,✓,jugal,10,–,NE,6,,,,,,1,,,,,,,,,,,1,3603139067,"1,219",94.8,0.0,0.5,1.4,"57,353",9,0,0,0,50,,,,,,,,,,,,,,"Keene, N.Y.",
IronwoodMI,"4,999",p1,,0,y,,,,,,,https://www.yourdailyglobe.com/story/2020/06/04/news/george-floyd-protests-held-in-ironwood/13978.html,,,,Ironwood,Michigan,46.458,-90.177,✓,jugal,15,–,MW,8,,,,,,,,1,,,,,,,,,1,2641060,"4,999",94.8,2.6,0.5,1.2,"31,037",9,0,0,0,30,,,,,,,,,,,,,,"Ironwood, Mich.",4823
Crested ButteCO,"1,332",p1,,0,y,,,,,,,http://crestedbuttenews.com/2020/06/george-floyd-matters/,,George Floyd Matters - The Crested Butte News,The Crested Butte News,Crested Butte,Colorado,38.870,-106.983,✓,jugal,9,–,W,8,,,,,,,,1,,,,,,,,,1,818310,"1,332",94.7,0.0,0.0,2.3,"66,375",9,0,0,0,60,,,,,,,,,,,,,,"Crested Butte, Colo.",8177
VictorNY,"2,733",p1,,0,y,,,,,,,https://spectrumlocalnews.com/nys/rochester/public-safety/2020/06/06/hands-across-victor-rally-draws-crowds-to-ontario-county,,,,Victor,New York,42.983,-77.409,✓,Yuri,15,–,NE,12,,,,,,,,,,,,1,,,,,1,3677376,"2,733",94.7,0.4,1.9,1.1,"79,138",9,0,0,0,70,,,,,,,,,,,,,,"Victor, N.Y.",6597
RocklandME,"7,190",p1,,0,y,,,,,,,https://www.penbaypilot.com/article/center-rockland-crescendo-voices-lift-name-george-floyd-sky-high/134660,,"From the center of Rockland, a crescendo of voices lift the name ‘George Floyd’ sky high",PenBay Pilot,Rockland,Maine,44.106,-69.109,✓,jugal,9,–,NE,7,,,,,,,1,,,,,,,,,,1,2363590,"7,190",94.6,0.1,1.4,1.4,"41,308",9,0,0,0,40,,,,"https://www.google.com/search?q=""Rockland"" ""Maine"" ""tear gas""",no,,,,,AS,,658,,"Rockland, Maine",3882
St. JohnsburyVT,"5,882",p1,,0,y,,,,,,,https://www.wcax.com/content/news/Investigation-launched-into-handling-of-protest-in-St-Johnsbury-571024551.html,,,,St. Johnsbury,Vermont,44.424,-72.014,✓,jugal,13,–,NE,9,,,,,,,,,1,,,,,,,,1,5062125,"5,882",94.6,0.3,1.5,2.5,"37,967",9,0,0,0,30,,,,,,,,,,,,,,"St. Johnsbury, Vt.",
MonticelloIL,"5,809",p1,,0,y,,,,,,,https://www.news-gazette.com/news/local/courts-police-fire/demonstration-for-justice-and-peace-draws-large-crowd-in-monticello/article_7b00f21f-3fdb-5f85-ae1a-240d3a9d5460.html,,,,Monticello,Illinois,40.025,-88.574,✓,jugal,13,–,MW,12,,,,,,,,,,,,1,,,,,1,1750244,"5,809",94.6,0.8,1.2,1.9,"71,993",9,0,0,0,70,,,,,,,,,,,,,,"Monticello, Ill.",4485
MenomineeMI,"8,214",p1,,0,y,,,,,,,https://www.wbay.com/content/news/Protests-held-in-smaller-communities-570990931.html,,,,Menominee,Michigan,45.108,-87.620,✓,jugal,15,–,MW,9,,,,,,,,,1,,,,,,,,1,2653020,"8,214",94.6,0.5,0.1,2.6,"35,558",9,0,0,0,30,,,,,,,,,,,,,,"Menominee, Mich.",3604
PaintsvilleKY,"4,134",p1,,0,y,,,?,,,,https://www.wymt.com/content/news/People-gather-in-Paintsville-to-protest--570933111.html?ref=111,,,,Paintsville,Kentucky,37.814,-82.806,✓,jugal,15,–,S,7,,,,,,,1,,,,,,,,,,1,2158962,"4,134",94.5,1.5,2.1,1.2,"31,121",9,0,0,0,30,,,,,,,,,,,,,,"Paintsville, Ky.",5406
EllsworthME,"7,960",p1,,0,y,,,,,,,https://www.wabi.tv/content/news/Hundreds-protest-in-Ellsworth-in-response-to-death-of-George-Floyd-570974781.html,,,,Ellsworth,Maine,44.540,-68.425,✓,jugal,15,–,NE,8,,,,,,,,1,,,,,,,,,1,2323200,"7,960",94.5,0.6,1.3,1.5,"55,191",9,0,0,0,50,,,,,,,,,,,,,,"Ellsworth, Maine",3547
MarinetteWI,"10,678",p1,,0,y,,,,,,,https://www.wbay.com/content/news/Protests-held-in-smaller-communities-570990931.html,,,,Marinette,Wisconsin,45.099,-87.631,✓,jugal,11,–,MW,9,,,,,,,,,1,,,,,,,,1,5549300,"10,678",94.4,1.5,0.3,2.8,"41,194",9,0,0,0,40,,,,,,,,,,,,,,"Marinette, Wis.",2966
SkowheganME,"6,434",p1,,0,y,,,y,,,,https://www.centralmaine.com/2020/05/31/protesters-in-skowhegan-respond-to-suspects-death-in-minneapolis/?rel=related&rel=related,,,,Skowhegan,Maine,44.767,-69.715,✓,jugal,15,–,NE,6,,,,,,1,,,,,,,,,,,1,2368875,"6,434",94.4,0.1,1.1,0.7,"36,688",9,0,0,0,30,,,,,,,,,,,,,,"Skowhegan, Maine",
Pine CityMN,"3,072",p1,,0,y,,,y,,,,https://www.wcmpradio.com/post/protesters-make-their-voices-heard-in-pine-city,,,,Pine City,Minnesota,45.826,-92.970,✓,jugal,15,–,MW,9,,,,,,,,,1,,,,,,,,1,2751064,"3,072",94.4,1.4,0.6,2.0,"36,688",9,0,0,0,30,,,,,,,,,,,,,,"Pine City, Minn.",6100
Penn YanNY,"4,818",p1,,0,y,,,,,,,https://www.chronicle-express.com/news/20200602/penn-yan-protests-peacefully,,,,Penn Yan,New York,42.664,-77.056,✓,Yuri,15,–,NE,7,,,,,,,1,,,,,,,,,,1,3657177,"4,818",94.4,1.2,0.8,1.5,"33,726",9,0,0,0,30,,,,,,,,,,,,,,"Penn Yan, N.Y.",4791
BathME,"8,320",p1,,0,y,,,y,,,,https://www.pressherald.com/2020/06/01/black-lives-matter-protesters-march-in-bath/,,Black Lives Matter protesters march in Bath,Press Herald,Bath,Maine,43.911,-69.816,✓,jugal,8,–,NE,7,,,,,,,1,,,,,,,,,,1,2303355,"8,320",94.3,0.2,0.0,1.4,"50,160",9,0,0,0,50,,,,"https://www.google.com/search?q=""Bath"" ""Maine"" ""tear gas""",no,,,,,AS,,401,,"Bath, Maine",3486
BentonIL,"6,980",p1,,0,y,,,,,,,https://thesouthern.com/news/local/in-wake-of-floyd-death-rural-white-southern-illinois-towns-are-reckoning-with-racist-past/article_dce170eb-962b-534f-955c-e1e38e50ac94.html,,,,Benton,Illinois,37.997,-88.921,✓,jugal,15,–,MW,12,,,,,,,,,,,,1,,,,,1,1705300,"6,980",94.3,0.7,1.6,2.5,"37,485",9,0,0,0,30,,,,,,,,,,,,,,"Benton, Ill.",3977
BrookfieldMO,"4,481",p1,,0,y,,,,,,,https://www.chillicothenews.com/news/20200602/peaceful-protest-in-brookfield-focuses-on-national-issues,,,,Brookfield,Missouri,39.785,-93.074,✓,Yuri,15,–,MW,8,,,,,,,,1,,,,,,,,,1,2908650,"4,481",94.3,0.8,0.4,2.5,"31,871",9,0,0,0,30,,,,,,,,,,,,,,"Brookfield, Mo.",5250
MattapoisettMA,"6,294",p1,,0,y,,,,,,,https://www.southcoasttoday.com/news/20200605/update-mattapoisett-marches,,,,Mattapoisett,Massachusetts,41.664,-70.813,✓,jugal,15,–,NE,11,,,,,,,,,,,1,,,,,,1,2502339450,"6,294",94.3,0.0,0.1,2.3,"91,573",9,0,0,0,80,,,,,,,,,,,,,,"Mattapoisett, Mass.",
AlpenaMI,"10,086",p1,,0,y,,,,,,,https://www.thealpenanews.com/news/local-news/2020/06/peaceful-protesters-march-for-justice-racial-equality/,,,,Alpena,Michigan,45.061,-83.431,✓,jugal,15,–,MW,9,,,,,,,,,1,,,,,,,,1,2601740,"10,086",94.3,1.1,0.6,2.3,"37,706",9,0,0,0,30,,,,,,,,,,,,,,"Alpena, Mich.",3102
AtlanticIA,"6,709",p1,,0,y,,,,,,,https://westerniowatoday.com/2020/06/03/citizens-gather-at-sunnyside-park-in-atlantic-take-a-knee-and-say-a-prayer/,,,,Atlantic,Iowa,41.404,-95.014,✓,jugal,15,–,MW,9,,,,,,,,,1,,,,,,,,1,1903520,"6,709",94.2,0.5,0.8,4.1,"41,829",9,0,0,0,40,,,,,,,,,,,,,,"Atlantic, Iowa",4091
DavisonMI,"4,951",p1,,0,y,,,,,,,https://www.mlive.com/news/flint/2020/06/protesters-in-davison-urged-to-be-advocates-for-change.html,,,,Davison,Michigan,43.035,-83.515,✓,jugal,15,–,MW,13,,,,,,,,,,,,,1,,,,1,2619880,"4,951",94.2,0.5,0.8,3.5,"46,278",9,0,0,0,40,,,,,,,,,,,,,,"Davison, Mich.",4819
LebanonVA,"3,249",p1,,0,y,,,,,,,https://wcyb.com/news/local/dozens-in-lebanon-virginia-participate-in-justice-for-george-floyd-rally,,,,Lebanon,Virginia,36.901,-82.079,✓,barbara,15,–,S,5,,,,,1,,,,,,,,,,,,1,5144696,"3,249",94.2,1.7,0.0,3.4,"40,473",9,0,0,0,40,,,,,,,,,,,,,,"Lebanon, Va.",6099
PalmertonPA,"5,314",p1,,0,y,,,y,,,,https://www.tnonline.com/20200605/following-his-heart-lone-college-student-protests-in-palmerton/,,,,Palmerton,Pennsylvania,40.799,-75.617,✓,Alex,15,–,NE,10,,,,,,,,,,1,,,,,,,1,4257696,"5,314",94.2,0.0,0.0,3.9,"62,573",9,0,0,0,60,,,,,,,,,,,,,,"Palmerton, Pa.",4576
MonmouthME,"4,082",p1,,0,y,,,,,,,https://www.wabi.tv/content/news/Dozens-attend-Black-Lives-Matter-protest-in-Monmouth-571078651.html,,,,Monmouth,Maine,44.238,-70.036,✓,jugal,15,–,NE,12,,,,,,,,,,,,1,,,,,1,2301146405,"4,082",94.1,0.4,0.2,0.7,"55,938",9,0,0,0,50,,,,,,,,,,,,,,"Monmouth, Maine",
Grove CityPA,"8,053",p1,,0,y,,,,,,,https://www.wfmj.com/story/42212410/hundreds-march-in-grove-city-protest-for-racial-justice-remains-peaceful,,,,Grove City,Pennsylvania,41.158,-80.088,✓,Alex,15,–,NE,10,,,,,,,,,,1,,,,,,,1,4231656,"8,053",94.1,1.5,0.7,1.1,"51,250",9,0,0,0,50,,,,,,,,,,,,,,"Grove City, Pa.",3691
HuntingtonIN,"17,147",p1,,0,y,,,,,,,https://www.wane.com/news/local-news/protesters-gather-in-downtown-huntington/,,,,Huntington,Indiana,40.883,-85.494,✓,jugal,15,–,MW,9,,,,,,,,,1,,,,,,,,1,1835302,"17,147",93.9,1.2,1.4,2.7,"43,996",9,0,0,0,40,,,,,,,,,,,,,,"Huntington, Ind.",2084
Rice LakeWI,"8,324",p1,,0,y,,,,,,,https://www.apg-wi.com/rice_lake_chronotype/george-floyd-protesters-walk-down-s-main-street/collection_b7e489e8-a67c-11ea-b44f-b7da03f645d8.html#5,,,,Rice Lake,Wisconsin,45.496,-91.736,✓,jugal,15,–,MW,10,,,,,,,,,,1,,,,,,,1,5567350,"8,324",93.9,0.1,1.4,1.4,"42,500",9,0,0,0,40,,,,,,,,,,,,,,"Rice Lake, Wis.",3436
SpringfieldVT,"4,181",p1,,0,y,,,,,,,https://vtdigger.org/2020/06/05/live-updates-racial-justice-protests-in-vermont/,,,,Springfield,Vermont,43.295,-72.484,✓,barbara,15,–,NE,11,,,,,,,,,,,1,,,,,,1,5069475,"4,181",93.9,0.6,1.5,1.1,"37,839",9,0,0,0,30,,,,,,,,,,,,,,"Springfield, Vt.",
CanandaiguaNY,"10,348",p1,,0,y,,,,,,,https://www.rochesterfirst.com/news/local-news/underway-hundreds-protesting-at-black-lives-matter-rally-in-canandaigua/,,,,Canandaigua,New York,42.886,-77.280,✓,jugal,13,–,NE,9,,,,,,,,,1,,,,,,,,1,3612144,"10,348",93.8,1.6,0.6,2.2,"49,198",9,0,0,0,40,,,,,,,,,,,,,,"Canandaigua, N.Y.",3054
NorwoodCO,619,p1,,0,y,,,,,,,https://www.washingtonpost.com/opinions/2020/06/05/my-tiny-white-town-just-held-protest-were-not-alone/,,,,Norwood,Colorado,38.131,-108.291,✓,jugal,11,–,W,11,,,,,,,,,,,1,,,,,,1,854880,619,93.7,0.0,0.0,6.3,"53,068",9,0,0,0,50,,,,,,,,,,,,,,"Norwood, Colo.",12699
PekinIL,"33,371",p1,,0,y,,,,,,,https://www.pekintimes.com/news/20200608/pekin-protest-aimed-at-raising-awareness,,,,Pekin,Illinois,40.562,-89.629,✓,jugal,15,–,MW,12,,,,,,,,,,,,1,,,,,1,1758447,"33,371",93.7,2.2,0.6,1.6,"51,775",9,0,0,0,50,,,,,,,,,,,,,,"Pekin, Ill.",1213
CambridgeNY,"1,806",p1,,0,y,,,,,,,https://poststar.com/news/local/glens-falls-protest-turnout-tops-300-more-demonstrations-planned-for-friday/article_2d868360-ca95-5a9a-b02d-59ca94fb5d64.html,,,,Cambridge,New York,43.028,-73.383,✓,Yuri,15,–,NE,7,,,,,,,1,,,,,,,,,,1,3611825,"1,806",93.7,0.7,2.0,1.8,"47,891",9,0,0,0,40,,,,,,,,,,,,,,"Cambridge, N.Y.",7997
Berkeley SpringsWV,"5,786",p1,,0,y,,,,,,,https://morgancountyusa.org/?p=4483,,,,Berkeley Springs,West Virginia,39.628,-78.227,✓,jugal,15,–,NE,9,,,,,,,,,1,,,,,,,,1,5406590822,"5,786",93.7,0.2,0.0,3.6,"47,197",9,0,0,0,40,,,,,,,,,,,,,,"Berkeley Springs, W.Va.",
AugustaME,"18,635",p1,,0,y,,,,,,,https://www.wabi.tv/content/news/Black-Lives-Matter-protest-draws-thousands-in-Augusta-571087391.html,,,,Augusta,Maine,44.310,-69.778,✓,jugal,15,–,NE,13,,,,,,,,,,,,,1,,,,1,2302100,"18,635",93.6,0.9,1.2,1.6,"40,340",9,0,0,0,40,,,,,,,,,,,,,,"Augusta, Maine",1939
Bay VillageOH,"15,391",p1,,0,y,,,y,,,,https://www.cleveland19.com/2020/06/05/bay-village-protesters-lay-face-down-minutes-tribute-george-floyd/,https://www.news5cleveland.com/news/local-news/oh-cuyahoga/bay-village-police-want-to-unite-community-not-divide-it,,,Bay Village,Ohio,41.486,-81.921,✓,Alex,15,–,MW,7,,,,,,,1,,,,1,,,,,,2,3904416,"15,391",93.6,1.0,0.8,1.8,"102,917",9,0,0,0,100,,,,,,,,,,,,,,"Bay Village, Ohio",2278
CaledoniaNY,"2,102",p1,,0,y,,,,,,,https://www.thelcn.com/news/local/caledonia-gathering-takes-a-stand-against-inequality/article_071a3c23-3065-53b0-b8ca-b93b4c483a7d.html,,,,Caledonia,New York,42.974,-77.853,✓,Yuri,15,–,NE,12,,,,,,,,,,,,1,,,,,1,3611704,"2,102",93.6,3.9,0.3,0.7,"52,760",9,0,0,0,50,,,,,,,,,,,,,,"Caledonia, N.Y.",7440
BedfordPA,"2,734",p1,,0,y,,,,,,,https://wjactv.com/news/local/dozens-protest-in-downtown-bedford-to-speak-out-against-racial-injustice,,,,Bedford,Pennsylvania,40.020,-78.502,✓,Alex,15,–,NE,11,,,,,,,,,,,1,,,,,,1,4204944,"2,734",93.6,1.7,2.4,1.5,"43,818",9,0,0,0,40,,,,,,,,,,,,,,"Bedford, Pa.",6603
PottsvillePA,"13,728",p1,,0,y,,,,,,,https://coalregioncanary.com/2020/05/31/freedom-to-breathe-george-floyd-protest-in-pottsville-stays-civil/,,,,Pottsville,Pennsylvania,40.685,-76.196,✓,Alex,15,–,NE,6,,,,,,1,,,,,,,,,,,1,4262432,"13,728",93.6,2.3,0.2,3.0,"40,645",9,0,0,0,40,,,,,,,,,,,,,,"Pottsville, Pa.",2476
MassenaNY,"10,090",p1,,0,y,,,y,,,,https://www.nny360.com/news/stlawrencecounty/protesters-in-st-lawrence-county-show-support-for-justice-for-george-floyd/article_eb8b35ef-5efd-5117-b0f7-756a7a06f8d2.html,,Protesters in St. Lawrence County show support for justice for George Floyd,NNY360,Massena,New York,44.930,-74.893,✓,jugal,9,–,NE,7,,,,,,,1,,,,,,,,,,1,3646019,"10,090",93.5,0.1,1.6,0.7,"43,821",9,0,0,0,40,,,,"https://www.google.com/search?q=""Massena"" ""New York"" ""tear gas""",no,,,,,AS,,698,,"Massena, N.Y.",3043
HarrisonAR,"13,069",p1,,0,y,,,,,,,https://www.ky3.com/content/news/Peaceful-protest-held-on-Harrison-square-in-Arkansas-571034561.html,,,,Harrison,Arkansas,36.248,-93.117,✓,jugal,14,–,S,10,,,,,,,,,,1,,,,,,,1,530460,"13,069",93.5,0.9,0.5,2.0,"37,748",9,0,0,0,30,,,,,,,,,,,,,,"Harrison, Ark.",2540
BedfordIN,"13,285",p1,,0,y,,,,,,,https://bloomingtonian.com/2020/06/08/blm-protests-sunday-in-martinsville-and-bedford/,,,,Bedford,Indiana,38.861,-86.489,✓,jugal,15,–,MW,13,,,,,,,,,,,,,1,,,,1,1804114,"13,285",93.5,0.7,0.9,1.8,"40,675",9,0,0,0,40,,,,,,,,,,,,,,"Bedford, Ind.",2517
BeatriceNE,"12,307",p1,,0,y,,,y,,,,https://journalstar.com/news/state-and-regional/nebraska/man-cited-for-assault-during-beatrice-protest/article_2bbf86ba-d03d-5739-88f0-c56382fe12f0.html,,,,Beatrice,Nebraska,40.266,-96.747,✓,Yuri,15,–,MW,10,,,,,,,,,,1,,,,,,,1,3103390,"12,307",93.5,1.3,1.2,2.8,"44,067",9,0,0,0,40,,,,,,,,,,,,,,"Beatrice, Neb.",2664
ViroquaWI,"4,371",p1,,0,y,,,,,,,https://wdrt.org/justice-george-floyd-demonstration-viroqua/?fbclid=IwAR2W5C-zVBk50fuigafqjBeaZp8olk2lqF9iO4HEUAyLEVHVa5-FXFD_-Kw,,,,Viroqua,Wisconsin,43.557,-90.889,✓,jugal,15,–,MW,7,,,,,,,1,,,,,,,,,,1,5582925,"4,371",93.5,0.5,2.3,0.0,"37,917",9,0,0,0,30,,,,,,,,,,,,,,"Viroqua, Wis.",5106
HomerNY,"3,134",p1,,0,y,,,,,,,https://cortlandstandard.net/2020/05/31/black-lives-matter-protest-comes-to-homer/,,,,Homer,New York,42.644,-76.188,✓,Yuri,15,–,NE,5,,,,,1,,,,,,,,,,,,1,3635276,"3,134",93.5,0.1,4.1,0.9,"55,357",9,0,0,0,50,,,,,,,,,,,,,,"Homer, N.Y.",6145
St. JohnsIL,257,p1,,0,n,,,?,,,,https://www.chicagotribune.com/suburbs/post-tribune/ct-ptb-crown-point-guns-st-0607-20200605-jfpnnm7drjdpxeyliwwkt2yhbm-story.html,,,,St. Johns,Illinois,38.032,-89.241,✓,jugal,12,–,MW,10,,,,,,,,,,1,,,,,,,1,1766924,257,93.4,1.2,0.4,0.0,"45,313",9,0,0,0,40,,,,,,,,,,,,,,"St. Johns, Ill.",16583
WoodstockVT,"1,517",p1,,0,y,,,,,,,https://thevermontstandard.com/2020/06/05/13965/,,,,Woodstock,Vermont,43.625,-72.518,✓,barbara,15,–,NE,10,,,,,,,,,,1,,,,,,,1,5085900,"1,517",93.4,0.1,0.0,2.6,"61,071",9,0,0,0,60,,,,,,,,,,,,,,"Woodstock, Vt.",10970
ParkersburgWV,"30,328",p1,,0,y,,,,,,,https://www.wtap.com/content/news/Police-say-George-Floyd-protest-in-Parkersburg-was-peaceful-no-arrests-made-570911241.htmll,,"Police say George Floyd protest in Parkersburg was peaceful, no arrests made",WTAP,Parkersburg,West Virginia,39.264,-81.547,✓,jugal,9,–,NE,7,,,,,,,1,,,,,,,,,,1,5462140,"30,328",93.3,2.7,0.4,0.8,"36,010",9,0,0,0,30,,,,"https://www.google.com/search?q=""Parkersburg"" ""West Virginia"" ""tear gas""",no,,,,,AS,,654,,"Parkersburg, W.Va.",1308
ChelseaMI,"5,295",p1,,0,y,,,,,,,https://chelseaupdate.com/about-300-people-rally-at-pierce-park-last-week/,,,,Chelsea,Michigan,42.319,-84.019,✓,jugal,15,–,MW,10,,,,,,,,,,1,,,,,,,1,2615020,"5,295",93.3,0.8,0.1,3.8,"78,958",9,0,0,0,70,,,,,,,,,,,,,,"Chelsea, Mich.",4528
BenningtonVT,"8,836",p1,,0,y,,,,,,,"https://www.benningtonbanner.com/stories/this-cannot-happen-in-our-country-anymore,605894?",,,,Bennington,Vermont,42.879,-73.197,✓,barbara,15,–,NE,5,,,,,1,,,,,,,,,,,,1,5004750,"8,836",93.3,0.2,1.9,2.5,"44,111",9,0,0,0,40,,,,,,,,,,,,,,"Bennington, Vt.",
DecorahIA,"7,765",p1,,0,y,,,,,,,https://www.decorahnews.com/news-stories/2020/06/25440.html,,,,Decorah,Iowa,43.304,-91.791,✓,jugal,15,–,MW,6,,,,,,1,,,,,,,,,,,1,1919405,"7,765",93.2,2.3,1.2,2.8,"57,188",9,0,0,0,50,,,,,,,,,,,,,,"Decorah, Iowa",3740
NewtonIA,"15,167",p1,,0,y,,,,,,,https://www.newtondailynews.com/2020/06/06/ignorance-is-a-disease/apsxk5g/,,,,Newton,Iowa,41.699,-93.043,✓,jugal,15,–,MW,7,,,,,,,1,,,,,1,,,,,2,1956505,"15,167",93.2,2.9,0.5,2.1,"47,071",9,0,0,0,40,,,,,,,,,,,,,,"Newton, Iowa",2279
